author,book_id,book_title
Ursula K. Le Guin,59924,The Lathe of Heaven
Larry Niven,100365,The Mote in God's Eye
Ernest Cline,16278318,Armada
John Scalzi,21418013,"Lock In (Lock In, #1)"
Pierce Brown,18966819,"Golden Son (Red Rising, #2)"
Becky  Chambers,22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)"
Mary Doria Russell,334176,"The Sparrow (The Sparrow, #1)"
Orson Scott Card,9534,"Shadow of the Hegemon (Ender's Shadow, #2)"
Brian K. Vaughan,157043071,"Saga, Vol. 1 (Saga, #1)"
Alastair Reynolds,89187,Revelation Space
Iain M. Banks,18630,"The Player of Games (Culture, #2)"
Kurt Vonnegut Jr.,4982,The Sirens of Titan
Neal Stephenson,816,Cryptonomicon
Frank Herbert,117,Heretics of Dune (Dune Chronicles #5)
Arthur C. Clarke,70539,"2010: Odyssey Two (Space Odyssey, #2)"
Timothy Zahn,216443,Heir to the Empire (Star Wars: The Thrawn Trilogy #1)
Ally Condie,7735333,"Matched (Matched, #1)"
Edgar Rice Burroughs,40395,"A Princess of Mars (Barsoom, #1)"
James S.A. Corey,16131032,"Abaddon's Gate (The Expanse, #3)"
James Dashner,7864437,"The Death Cure (Maze Runner, #3)"
Peter F. Hamilton,45252,Pandora's Star
Ann Leckie,17333324,Ancillary Justice (Imperial Radch #1)
Frank Herbert,105,Chapterhouse: Dune (Dune Chronicles #6)
John Scalzi,88071,The Last Colony (Old Man's War #3)
David Weber,35921,"On Basilisk Station (Honor Harrington, #1)"
Orson Scott Card,234724,"Shadow Puppets (Ender's Shadow, #3)"
Scott Westerfeld,24765,"Specials (Uglies, #3)"
Anthony Burgess,227463,A Clockwork Orange
Yevgeny Zamyatin,76171,We
Sylvain Neuvel,25733990,"Sleeping Giants (Themis Files, #1)"
Margaret Atwood,6080337,"The Year of the Flood  (MaddAddam, #2)"
Pierce Brown,18966806,"Morning Star (Red Rising, #3)"
Connie Willis,77773,"To Say Nothing of the Dog (Oxford Time Travel, #2)"
Robert Charles Wilson,910863,"Spin (Spin, #1)"
Frederik Pohl,218427,"Gateway (Heechee Saga, #1)"
Dan Simmons,3977,"Endymion (Hyperion Cantos, #3)"
Amie Kaufman,23395680,"Illuminae (The Illuminae Files, #1)"
Ann Leckie,20706284,"Ancillary Sword (Imperial Radch, #2)"
Alfred Bester,76740,The Demolished Man
Rick Yancey,16131484,"The Infinite Sea (The 5th Wave, #2)"
Isaac Asimov,509784,The End of Eternity
Timothy Zahn,216442,"Dark Force Rising (Star Wars: The Thrawn Trilogy, #2)"
Scott Westerfeld,6050678,"Leviathan (Leviathan, #1)"
Orson Scott Card,8647,"Shadow of the Giant (Ender's Shadow, #4)"
Brian K. Vaughan,171318692,"Saga, Vol. 2 (Saga, #2)"
Alfred Bester,333867,The Stars My Destination
Marissa Meyer,22489107,"Fairest (The Lunar Chronicles, #3.5)"
Iain M. Banks,12007,"Use of Weapons (Culture, #3)"
Dan Simmons,11289,"The Rise of Endymion (Hyperion Cantos, #4)"
Kim Stanley Robinson,77505,"Green Mars (Mars Trilogy, #2)"
Jeanne DuPrau,307791,"The City of Ember (Book of Ember, #1)"
Isaac Asimov,46654,"The Foundation Trilogy (Foundation, #1-3)"
Timothy Zahn,216422,"The Last Command (Star Wars: The Thrawn Trilogy, #3)"
Isaac Asimov,30016,The Naked Sun (Robot #2)
James S.A. Corey,18656030,"Cibola Burn (The Expanse, #4)"
William Gibson,22200,"Count Zero (Sprawl, #2)"
M.T. Anderson,169756,Feed
Anne McCaffrey,61975,"Dragonflight (Dragonriders of Pern, #1)"
China Miéville,9265453,Embassytown
Marie Lu,9275658,"Legend (Legend, #1)"
Richard Matheson,14064,I Am Legend
Arthur C. Clarke,35816,"2061: Odyssey Three (Space Odyssey, #3)"
C.S. Lewis,100924,"Perelandra (Space Trilogy, #2)"
Nancy Farmer,13376,"The House of the Scorpion (Matteo Alacran, #1)"
Lois McMaster Bujold,61906,"The Warrior's Apprentice (Vorkosigan Saga, #2)"
Octavia E. Butler,52397,"Parable of the Sower (Earthseed, #1)"
Stephen King,10628,Night Shift
William Peter Blatty,179780,The Exorcist
John Ajvide Lindqvist,943402,Let the Right One In
Richard Bachman,10605,Thinner
Stephen King,13440,Skeleton Crew
Stephen King,11570,Dreamcatcher
Anne Rice,43814,"The Vampire Lestat (The Vampire Chronicles, #2)"
Stephen King,10585,Insomnia
Richard Matheson,547094,I Am Legend and Other Stories
Shirley Jackson,89724,We Have Always Lived in the Castle
Stephen King,10579,Everything's Eventual: 14 Dark Tales
Stephen King,7912007,"Full Dark, No Stars"
Anne Rice,43758,"The Queen of the Damned (The Vampire Chronicles, #3)"
Anne Rice,43763,"Interview with the Vampire (The Vampire Chronicles, #1)"
Stephen King,813214,The Mist
Ray Bradbury,248596,"Something Wicked This Way Comes (Green Town, #2)"
Kendare Blake,9378297,"Anna Dressed in Blood (Anna, #1)"
Stephen King,10588,Nightmares and Dreamscapes
Stephen King,472343,Duma Key
Stephen King,10619,Rose Madder
Stephen King,59219,"The Talisman (The Talisman, #1)"
Peter Straub,19581,Ghost Story
Richard Matheson,33547,Hell House
Joe Hill,32172211,"Locke & Key, Vol. 1: Welcome to Lovecraft"
Mira Grant,7094569,"Feed (Newsflesh Trilogy, #1)"
Susan Hill,37034,The Woman in Black
Jay Anson,293101,The Amityville Horror
Henry James,12948,The Turn of the Screw
Clive Barker,52635,The Hellbound Heart
Stephen King,5094,"The Drawing of the Three (The Dark Tower, #2)"
Seth Grahame-Smith,5899779,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)"
Stephen King,17660,The Tommyknockers
Richard Bachman,10596,The Regulators
Stephen King,10607,"Black House (The Talisman, #2)"
Stephen King,10566,Lisey's Story
Stephen King,550844,Cycle of the Werewolf
Stephen King,34084,"The Waste Lands (The Dark Tower, #3)"
Anne Rice,11901,"The Witching Hour (Lives of the Mayfair Witches, #1)"
Paul Tremblay,23019294,A Head Full of Ghosts
Joe Hill,373915,20th Century Ghosts
Stephen King,2906039,Just After Sunset
Dan Simmons,3974,The Terror
Robert McCammon,11557,Swan Song
Dean Koontz,32435,Phantoms
Guillermo del Toro,6723348,"The Fall (The Strain Trilogy, #2)"
Joe Hill,29875363,The Fireman
Seth Grahame-Smith,7108001,Abraham Lincoln: Vampire Hunter
Anne Rice,31338,"Memnoch the Devil (The Vampire Chronicles, #5)"
Stephen King,5096,"Wizard and Glass (The Dark Tower, #4)"
Stephen King,11602,Hearts in Atlantis
H.P. Lovecraft,32767,At the Mountains of Madness
Nick Cutter,17571466,The Troop
Justin Cronin,13281368,"The Twelve (The Passage, #2)"
Patrick Ness,8621462,A Monster Calls
Robert Bloch,156427,Psycho
Max Brooks,535441,The Zombie Survival Guide: Complete Protection from the Living Dead
H.P. Lovecraft,36315,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre
Carrie Ryan,3432478,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)"
J. Sheridan Le Fanu,48037,Carmilla
Clive Barker,32626,Books of Blood: Volumes One to Three (Books of Blood #1-3)
Chuck Palahniuk,22288,Haunted
Rick Yancey,6457229,"The Monstrumologist (The Monstrumologist, #1)"
Richard Bachman,10617,The Bachman Books
Stephen King,23512999,The Bazaar of Bad Dreams
Stephen King,4978,"Wolves of the Calla (The Dark Tower, #5)"
Stephen King,5091,"The Dark Tower (The Dark Tower, #7)"
Stephen King,20926278,Revival
Joe Hill,61203492,"Locke & Key, Vol. 2: Head Games"
Dan Simmons,11286,Carrion Comfort
Stephen King,5093,"Song of Susannah (The Dark Tower, #6)"
Alvin Schwartz,1325218,"Scary Stories to Tell in the Dark (Scary Stories, #1)"
Anne Rice,31332,"The Vampire Armand (The Vampire Chronicles, #6)"
David Mitchell,24499258,Slade House
V.C. Andrews,43448,"Flowers in the Attic (Dollanganger, #1)"
David Wong,1857440,"John Dies at the End (John Dies at the End, #1)"
Jack Ketchum,179735,The Girl Next Door
Dan Simmons,11279,Summer of Night
Clive Barker,34605,The Damnation Game
Clive Barker,761023,Books of Blood: Volume One (Books of Blood #1)
H.P. Lovecraft,32769,At the Mountains of Madness and Other Tales of Terror
H.P. Lovecraft,15730101,The Call of Cthulhu
Clive Barker,32628,The Great and Secret Show (Book of the Art #1)
Anne Rice,31340,"Lasher (Lives of the Mayfair Witches, #2)"
Robert Kirkman,138396,"The Walking Dead, Vol. 02: Miles Behind Us"
Joe Hill,72028413,"Locke & Key, Vol. 3: Crown of Shadows"
Brian Lumley,66655,"Necroscope (Necroscope, #1)"
Iain Banks,567678,The Wasp Factory
Kendare Blake,12507214,"Girl of Nightmares (Anna, #2)"
Joe Hill,96743354,"Locke & Key, Vol. 4: Keys to the Kingdom"
Anne Rice,43782,The Mummy (Ramses the Damned #1)
Jennifer McMahon,18007535,The Winter People
Clive Barker,52640,Weaveworld
Robert Kirkman,30069,"The Walking Dead, Vol. 03: Safety Behind Bars"
Mira Grant,8429687,"Deadline (Newsflesh Trilogy, #2)"
Adam Nevill,10239382,The Ritual
Anne Rice,119091,"Taltos (Lives of the Mayfair Witches, #3)"
Edgar Allan Poe,206172,The Pit and the Pendulum
Stephen King,5413,'Salem's Lot
Joe Hill,134905705,"Locke & Key, Vol. 5: Clockworks"
Poppy Z. Brite,452244,Lost Souls
Lauren Beukes,23341578,Broken Monsters
Jonathan Maberry,7157310,"Rot & Ruin (Rot & Ruin, #1)"
Dean Koontz,21337,"Prodigal Son (Dean Koontz's Frankenstein, #1)"
Neil Gaiman,23754,Preludes & Nocturnes (The Sandman #1)
Peter Clines,1506221714,14
Thomas Olde Heuvelt,25533076,Hex
David Seltzer,226162,The Omen
Stephen King,11563,Danse Macabre
Laurell K. Hamilton,30281,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)"
Edgar Allan Poe,175516,The Fall of the House of Usher
Emily Carroll,18659623,Through the Woods
Jonathan Maberry,3993839,"Patient Zero (Joe Ledger, #1)"
Scott Sigler,2331954,"Infected (Infected, #1)"
Christina Henry,23398606,"Alice (The Chronicles of Alice, #1)"
Dean Koontz,16434,The Taking
James Herbert,397867,"The Rats (Rats, #1)"
H.P. Lovecraft,129327,The Case of Charles Dexter Ward
Robert Kirkman,138397,"The Walking Dead, Vol. 04: The Heart's Desire"
Dean Koontz,32430,The Bad Place
Edgar Allan Poe,261240,The Cask of Amontillado
Joe Hill,161642716,"Locke & Key, Vol. 6: Alpha & Omega"
Darren Shan,8962,"A Living Nightmare (Cirque Du Freak, #1)"
Thomas Harris,32416,"Hannibal Rising (Hannibal Lecter, #4)"
David Wong,12924261,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)"
Edgar Allan Poe,264158,The Raven
F. Paul Wilson,62571,"The Keep (Adversary Cycle, #1)"
James Herbert,397860,The Fog
Shirley Jackson,89723,The Lottery and Other Stories
Scott Snyder,252437351,"Wytches, Volume 1"
Dean Koontz,281433,Tick Tock
Rin Chupeco,18509623,"The Girl from the Well (The Girl from the Well, #1)"
Edgar Allan Poe,899492,The Tell-Tale Heart
Dean Koontz,64955,Midnight
John Ajvide Lindqvist,4328472,Handling the Undead
Dean Koontz,32422,Hideaway
Clive Barker,1011632,Mister B. Gone
Nick Cutter,21412284,The Deep
Stephen King,23492589,"Finders Keepers (Bill Hodges Trilogy, #2)"
Megan Shepherd,12291438,"The Madman’s Daughter (The Madman’s Daughter, #1)"
Ira Levin,52350,The Stepford Wives
H.P. Lovecraft,1335019,Necronomicon: The Best Weird Tales
Shirley Jackson,6219656,The Lottery
Robert Kirkman,30065,"The Walking Dead, Vol. 05: The Best Defense"
Kim Newman,8970727,"Anno Dracula (Anno Dracula, #1)"
Scott Snyder,76193981,"American Vampire, Vol. 1"
Alden Bell,8051458,"The Reapers are the Angels (Reapers, #1)"
Anne Rice,31341,"Blood And Gold (The Vampire Chronicles, #8)"
Dean Koontz,693172,Twilight Eyes
Scott  Hawkins,26892110,The Library at Mount Char
Jack Ketchum,179734,"Off Season (Dead River, #1)"
Robert Kirkman,138395,"The Walking Dead, Vol. 06: This Sorrowful Life"
Mira Grant,11806716,"Blackout (Newsflesh Trilogy, #3)"
Richard Bachman,66370,Rage
Poppy Z. Brite,15320,Exquisite Corpse
Holly Black,12813630,The Coldest Girl in Coldtown
Neil Gaiman,22522808,Trigger Warning: Short Fictions and Disturbances
Richard Bachman,349473,Blaze
Anne Rice,31337,"Blackwood Farm (The Vampire Chronicles, #9)"
Dean Koontz,64948,Whispers
Justin Cronin,26891429,"The City of Mirrors (The Passage, #3)"
Sarah Waters,7234875,The Little Stranger
Robert Kirkman,1085771,"The Walking Dead, Vol. 07: The Calm Before"
Jonathan Maberry,125965,"Ghost Road Blues (Pine Deep, #1)"
Matthew      Lewis,93157,The Monk
Stephen King,102733,One Past Midnight: The Langoliers
Poppy Z. Brite,47588,Drawing Blood
Victor LaValle,26883558,The Ballad of Black Tom
Robert Kirkman,1894269,"The Walking Dead, Vol. 08: Made to Suffer"
Robert McCammon,11553,Boy's Life
Robert Louis Stevenson,51497,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror
Angela Carter,49011,The Bloody Chamber and Other Stories
Peter Straub,19580,Shadowland
Grady Hendrix,26118005,My Best Friend's Exorcism
Algernon Blackwood,1335601,The Willows
Robert Kirkman,471412609,"The Walking Dead, Vol. 09: Here We Remain"
Jack Kilborn,5122520,Afraid
Cherie Priest,20821288,"Maplecroft (The Borden Dispatches, #1)"
Dean Koontz,32442,Cold Fire
Clive Barker,567704,Imajica
Dean Koontz,32432,"Fear Nothing (Moonlight Bay, #1)"
Dean Koontz,182425,False Memory
Junji Ito,25152,"Uzumaki, Vol. 1"
Richard Matheson,33553,A Stir of Echoes
Ania Ahlborn,11422798,Seed
Arthur Machen,774846,The Great God Pan
Brian Keene,216213,The Rising (The Rising #1)
Colson Whitehead,10365343,Zone One
Robert W. Chambers,129798,The King in Yellow and Other Horror Stories
Edgar Allan Poe,132314,The Complete Tales and Poems
Karina Halle,11356211,"Darkhouse (Experiment in Terror, #1)"
Robert Kirkman,30071,"The Walking Dead, Book One (The Walking Dead #1-12)"
Dean Koontz,21340,"City of Night (Dean Koontz's Frankenstein, #2)"
Dathan Auerbach,14578407,Penpal
Robert Kirkman,10869746,Rise of the Governor (The Walking Dead #1)
Anne Rice,43805,Servant of the Bones
Robert Kirkman,648848311,"The Walking Dead, Vol. 11: Fear the Hunters"
Stephen King,12341557,"The Wind Through the Keyhole (The Dark Tower, #4.5)"
Darren Shan,164719,"Lord Loss (The Demonata, #1)"
Edgar Allan Poe,391724,The Black Cat
Glen Duncan,9532302,"The Last Werewolf (The Last Werewolf, #1)"
Stephen King,15825932,In the Tall Grass
Anne Rice,31342,"Vittorio, The Vampire (New Tales of the Vampires, #2)"
Courtney Summers,12043771,This is Not a Test (This is Not a Test #1)
Scott B. Smith,21726,The Ruins
Alan Moore,23529,From Hell
Matt Ruff,25109947,Lovecraft Country
Robert Kirkman,901837013,"The Walking Dead, Vol. 13: Too Far Gone"
Dean Koontz,32429,Dragon Tears
Robert Kirkman,746966412,"The Walking Dead, Vol. 12: Life Among Them"
Dean Koontz,1116689077,"77 Shadow Street (Pendleton, #1)"
Laurell K. Hamilton,30274,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)"
Dawn Kurtagich,22396591,The Dead House
Sergei Lukyanenko,359375,Night Watch (Watch #1)
Neil Gaiman,25099,The Doll's House (The Sandman #2)
David Moody,6739080,"Hater (Hater, #1)"
Clive Barker,108051,Coldheart Canyon
Brenna Yovanoff,7507908,The Replacement
Richard Bachman,10577,Roadwork
Charlie Higson,8540357,"The Enemy (The Enemy, #1)"
Richard Laymon,145152,The Cellar
Dean Koontz,65948,From the Corner of His Eye
Robert McCammon,462658,They Thirst
Alvin Schwartz,413110,"More Scary Stories to Tell in the Dark (Scary Stories, #2)"
Joseph Fink,23129410,Welcome to Night Vale
Clive Barker,291950,Books of Blood: Volume Two (Books of Blood #2)
Brandon Sanderson,68428,"The Final Empire (Mistborn, #1)"
Robert Jordan,228665,"The Eye of the World (Wheel of Time, #1)"
Patrick Rothfuss,1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)"
Kristin Cashore,3236307,"Graceling (Graceling Realm, #1)"
Rick Riordan,28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)"
Scott Lynch,127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)"
Brandon Sanderson,68429,"The Well of Ascension (Mistborn, #2)"
Rick Riordan,561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)"
Cassandra Clare,1582996,"City of Ashes (The Mortal Instruments, #2)"
Rick Riordan,2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)"
Laini Taylor,8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)"
Brandon Sanderson,7235533,"The Way of Kings (The Stormlight Archive, #1)"
Christopher Paolini,2248573,"Brisingr (The Inheritance Cycle, #3)"
Robert Jordan,233649,"The Great Hunt (Wheel of Time, #2)"
Rick Riordan,4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)"
Cassandra Clare,3777732,"City of Glass (The Mortal Instruments, #3)"
Naomi Novik,22544764,Uprooted
Robert Jordan,34897,"The Dragon Reborn (Wheel of Time, #3)"
Sarah J. Maas,16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)"
Terry Goodkind,43889,"Wizard's First Rule (Sword of Truth, #1)"
Eoin Colfer,249747,"Artemis Fowl (Artemis Fowl, #1)"
V.E. Schwab,22055262,"A Darker Shade of Magic (Shades of Magic, #1)"
Cassandra Clare,7171637,"Clockwork Angel (The Infernal Devices, #1)"
Marion Zimmer Bradley,402045,"The Mists of Avalon (Avalon, #1)"
Robert Jordan,9539,"The Shadow Rising (Wheel of Time, #4)"
Leigh Bardugo,23437156,"Six of Crows (Six of Crows, #1)"
Joe Abercrombie,944073,"The Blade Itself (The First Law, #1)"
Terry Pratchett,386372,"Mort (Death, #1; Discworld, #4)"
Robert Jordan,13895,"The Fires of Heaven (Wheel of Time, #5)"
Robin Hobb,25300956,"Royal Assassin (Farseer Trilogy, #2)"
Kristin Cashore,6137154,"Fire (Graceling Realm, #2)"
Christopher Paolini,7664041,"Inheritance (The Inheritance Cycle, #4)"
Cassandra Clare,6752378,"City of Fallen Angels (The Mortal Instruments, #4)"
Robert Jordan,35231,"Lord of Chaos (Wheel of Time, #6)"
Gail Carson Levine,24337,Ella Enchanted
Terry Pratchett,34506,"The Light Fantastic (Discworld, #2; Rincewind #2)"
Sarah J. Maas,20613470,"Heir of Fire (Throne of Glass, #3)"
Robert Jordan,13890,"A Crown of Swords (Wheel of Time, #7)"
Maggie Stiefvater,17675462,"The Raven Boys (The Raven Cycle, #1)"
Brent Weeks,3227063,"The Way of Shadows (Night Angel, #1)"
Deborah Harkness,8667848,"A Discovery of Witches (All Souls Trilogy, #1)"
Tamora Pierce,13831,"Alanna: The First Adventure (Song of the Lioness, #1)"
Robert Jordan,140974,"The Path of Daggers (Wheel of Time, #8)"
Rachel Hartman,19549841,"Seraphina (Seraphina, #1)"
Naomi Novik,28876,"His Majesty's Dragon (Temeraire, #1)"
Sabaa Tahir,27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)"
Sarah J. Maas,17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)"
Robert Jordan,13891,"Winter's Heart (Wheel of Time, #9)"
Rick Riordan,9520360,"The Son of Neptune (The Heroes of Olympus, #2)"
Terry Brooks,15575,"The Sword of Shannara (The Original Shannara Trilogy, #1)"
David Eddings,44659,"Pawn of Prophecy (The Belgariad, #1)"
Cassandra Clare,8755776,"City of Lost Souls (The Mortal Instruments, #5)"
Brandon Sanderson,17332218,"Words of Radiance (The Stormlight Archive, #2)"
Brandon Sanderson,10803121,"The Alloy of Law (Mistborn, #4)"
Cassandra Clare,10025305,"Clockwork Prince (The Infernal Devices, #2)"
Sarah J. Maas,18006496,"Queen of Shadows (Throne of Glass, #4)"
Scott Lynch,887877,"Red Seas Under Red Skies (Gentleman Bastard, #2)"
Leigh Bardugo,14061955,"Siege and Storm (Shadow and Bone, #2)"
Michael Ende,27712,The Neverending Story
Laini Taylor,12812550,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)"
Jonathan Stroud,334123,"The Amulet of Samarkand (Bartimaeus, #1)"
Jim Butcher,29396,"Furies of Calderon (Codex Alera, #1)"
Peter V. Brett,3428935,"The Warded Man (Demon Cycle, #1)"
Robert Jordan,13888,"Knife of Dreams (Wheel of Time, #11)"
Jacqueline Carey,153008,"Kushiel's Dart (Phèdre's Trilogy, #1)"
Robert Jordan,1166599,"The Gathering Storm (Wheel of Time, #12)"
Cassandra Clare,18335634,"Clockwork Princess (The Infernal Devices, #3)"
Kristin Cashore,12680907,"Bitterblue (Graceling Realm, #3)"
Brandon Sanderson,1268479,"Warbreaker (Warbreaker, #1)"
Garth Nix,47624,"Lirael (Abhorsen, #2)"
N.K. Jemisin,6437061,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)"
Rick Riordan,12127750,"The Mark of Athena (The Heroes of Olympus, #3)"
Terry Goodkind,234184,"Stone of Tears (Sword of Truth, #2)"
Kennilworthy Whisp,111450,Quidditch Through the Ages
Mark  Lawrence,9579634,"Prince of Thorns (The Broken Empire, #1)"
Kami Garcia,6304335,"Beautiful Creatures (Caster Chronicles, #1)"
Ursula K. Le Guin,13662,"The Tombs of Atuan (Earthsea Cycle, #2)"
Joe Abercrombie,902715,"Before They Are Hanged (The First Law, #2)"
Leigh Bardugo,10194157,"Shadow and Bone (Shadow and Bone, #1)"
Rick Riordan,7090447,"The Red Pyramid (Kane Chronicles, #1)"
Helene Wecker,15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)"
Terry Pratchett,34499,"Sourcery (Discworld, #5; Rincewind #3)"
Terry Pratchett,64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)"
Terry Pratchett,34517,"Reaper Man (Discworld, #11; Death, #2)"
Robert Jordan,8253920,"Towers of Midnight (Wheel of Time, #13)"
Garth Nix,334643,"Abhorsen (Abhorsen, #3)"
David Eddings,44688,"Magician's Gambit (The Belgariad, #3)"
Erika Johansen,18712886,"The Queen of the Tearling (The Queen of the Tearling, #1)"
Terry Pratchett,34532,"Hogfather (Discworld, #20; Death, #4)"
Megan Whalen Turner,448873,"The Thief (The Queen's Thief, #1)"
Cassandra Clare,8755785,"City of Heavenly Fire (The Mortal Instruments, #6)"
David Eddings,587582,"Queen of Sorcery (The Belgariad, #2)"
Patricia C. Wrede,150739,"Dealing with Dragons (Enchanted Forest Chronicles, #1)"
Victoria Aveyard,22328546,"Red Queen (Red Queen, #1)"
Joe Abercrombie,944076,"Last Argument of Kings (The First Law, #3)"
Tamora Pierce,13835,"In the Hand of the Goddess (Song of the Lioness, #2)"
Patrick Rothfuss,21535271,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5)
Juliet Marillier,13928,"Daughter of the Forest  (Sevenwaters, #1)"
Brent Weeks,7165300,"The Black Prism (Lightbringer, #1)"
Andrzej Sapkowski,1128434,The Last Wish
J.R.R. Tolkien,597790,The Children of Húrin
David Eddings,44687,"Enchanters' End Game (The Belgariad, #5)"
Renee Ahdieh,18798983,"The Wrath and the Dawn (The Wrath and the Dawn, #1)"
Terry Pratchett,400354,"Men at Arms (Discworld, #15; City Watch #2)"
David Eddings,645023,"Castle of Wizardry (The Belgariad, #4)"
Robin Hobb,45100,"Ship of Magic (Liveship Traders, #1)"
Rick Riordan,12127810,"The House of Hades (The Heroes of Olympus, #4)"
Terry Goodkind,43892,"Blood of the Fold (Sword of Truth, #3)"
Leigh Bardugo,22299763,"Crooked Kingdom (Six of Crows, #2)"
Ursula K. Le Guin,13667,"The Farthest Shore (Earthsea Cycle, #3)"
Terry Pratchett,2442,"Witches Abroad (Discworld, #12; Witches #3)"
Lloyd Alexander,24780,"The Book of Three (The Chronicles of Prydain, #1)"
Robin Hobb,68488,"Fool's Errand (Tawny Man, #1)"
Robert Jordan,7743175,"A Memory of Light (Wheel of Time, #14)"
Maggie Stiefvater,17347389,"The Dream Thieves (The Raven Cycle, #2)"
Terry Pratchett,34527,"Feet of Clay (Discworld, #19; City Watch, #3)"
Laini Taylor,13618440,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)"
Terry Pratchett,34502,"Soul Music (Discworld, #16; Death, #3)"
Brian Jacques,7996,"Redwall (Redwall, #1)"
Marie Rutkoski,16069030,"The Winner's Curse (The Winner's Trilogy, #1)"
Melina Marchetta,4932435,"Finnikin of the Rock (Lumatere Chronicles, #1)"
Eoin Colfer,114955,"The Arctic Incident (Artemis Fowl, #2)"
Tamora Pierce,13837,"Lioness Rampant (Song of the Lioness, #4)"
Guy Gavriel Kay,104089,Tigana
Robin McKinley,407813,"The Blue Sword (Damar, #1)"
Robin LaFevers,9565548,"Grave Mercy (His Fair Assassin, #1)"
Scott Lynch,2890090,"The Republic of Thieves (Gentleman Bastard, #3)"
J.K. Rowling,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)"
Tamora Pierce,13836,"Wild Magic (Immortals, #1)"
Terry Goodkind,253058,"Temple of the Winds (Sword of Truth, #4)"
Brent Weeks,3754016,"Shadow's Edge (Night Angel, #2)"
N.K. Jemisin,19161852,"The Fifth Season (The Broken Earth, #1)"
Becca Fitzpatrick,6339664,"Hush, Hush (Hush, Hush, #1)"
Sarah J. Maas,28260587,"Empire of Storms (Throne of Glass, #5)"
Jim Butcher,91479,"Death Masks (The Dresden Files, #5)"
Cinda Williams Chima,6342491,"The Demon King (Seven Realms, #1)"
Terry Pratchett,62530,"Thud! (Discworld, #34; City Watch #7)"
Terry Pratchett,34529,"Lords and Ladies (Discworld, #14; Witches #4)"
Gail Carriger,6381205,"Soulless (Parasol Protectorate, #1)"
Robert Jordan,187065,"New Spring (Wheel of Time, #0)"
Alison Goodman,2986865,"Eon: Dragoneye Reborn (Eon, #1)"
Sarah J. Maas,23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)"
Terry Pratchett,48002,"Thief of Time (Discworld, #26; Death, #5)"
Maggie Stiefvater,10626594,The Scorpio Races
Rosamund Hodge,15839984,"Cruel Beauty (Cruel Beauty Universe, #1)"
Robin Hobb,45109,"Golden Fool (Tawny Man, #2)"
Susan Ee,15863832,"Angelfall (Penryn & the End of Days, #1)"
Angie Sage,769483,"Magyk (Septimus Heap, #1)"
Brent Weeks,3754026,"Beyond the Shadows (Night Angel, #3)"
Catherynne M. Valente,9591398,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)"
Rick Riordan,18705209,"The Blood of Olympus (The Heroes of Olympus, #5)"
Eoin Colfer,227865,"The Eternity Code (Artemis Fowl, #3)"
Morgan Rhodes,12954620,"Falling Kingdoms (Falling Kingdoms, #1)"
Maria V. Snyder,1966969,"Fire Study (Study, #3)"
Shannon Hale,179064,"The Goose Girl (The Books of Bayern, #1)"
Terry Pratchett,78876,"Maskerade (Discworld, #18; Witches #5)"
Joe Abercrombie,18666047,"Half a King (Shattered Sea, #1)"
Terry Pratchett,34541,Carpe Jugulum (Discworld #23; Witches #6)
Lauren Kate,6487308,"Fallen (Fallen, #1)"
Jim Butcher,17683,"Dead Beat (The Dresden Files, #7)"
Maggie Stiefvater,17378508,"Blue Lily, Lily Blue (The Raven Cycle, #3)"
Melissa Marr,305234,"Wicked Lovely (Wicked Lovely, #1)"
Raymond E. Feist,149302,"Silverthorn (The Riftwar Saga, #3)"
Terry Goodkind,121127,"Faith of the Fallen (Sword of Truth, #6)"
Mary E. Pearson,16429619,"The Kiss of Deception (The Remnant Chronicles, #1)"
